20.09.2022;Neuvedené;58;X;;;0;0;Bratislavský;;Bratislava I
20.09.2022;Neuvedené;39;X;;;0;0;Prešovský;;Prešov
20.09.2022;Neuvedené;20;X;;;0;0;Nitriansky;;Nitra
20.09.2022;Neuvedené;19;X;;;0;0;Košický;;Košice I
20.09.2022;Neuvedené;18;X;;;0;0;Košický;;Michalovce
20.09.2022;Neuvedené;15;X;;;0;0;Banskobystrický;;Banská Bystrica
20.09.2022;Neuvedené;14;X;;;0;0;Bratislavský;;Senec
20.09.2022;Neuvedené;14;X;;;0;0;Trnavský;;Trnava
20.09.2022;Neuvedené;11;X;;;0;0;Trnavský;;Dunajská Streda
20.09.2022;Neuvedené;10;X;;;0;0;Trenčiansky;;Nové Mesto nad Váhom
20.09.2022;Neuvedené;10;X;;;0;0;Trenčiansky;;Prievidza
20.09.2022;Neuvedené;9;X;;;0;0;Košický;;Trebišov
20.09.2022;Neuvedené;9;X;;;0;0;Banskobystrický;;Veľký Krtíš
20.09.2022;Neuvedené;9;X;;;0;0;Žilinský;;Žilina
20.09.2022;Neuvedené;8;X;;;0;0;Prešovský;;Bardejov
20.09.2022;Neuvedené;8;X;;;0;0;Žilinský;;Martin
20.09.2022;Neuvedené;7;X;;;0;0;Košický;;Košice - okolie
20.09.2022;Neuvedené;7;X;;;0;0;Nitriansky;;Nové Zámky
20.09.2022;Neuvedené;7;X;;;0;0;Trnavský;;Piešťany
20.09.2022;Neuvedené;7;X;;;0;0;Trenčiansky;;Trenčín
20.09.2022;Neuvedené;6;X;;;0;0;Trenčiansky;;Ilava
20.09.2022;Neuvedené;6;X;;;0;0;Žilinský;;Liptovský Mikuláš
20.09.2022;Neuvedené;6;X;;;0;0;Bratislavský;;Pezinok
20.09.2022;Neuvedené;6;X;;;0;0;Nitriansky;;Topoľčany
20.09.2022;Neuvedené;5;X;;;0;0;Trnavský;;Galanta
20.09.2022;Neuvedené;5;X;;;0;0;Banskobystrický;;Lučenec
20.09.2022;Neuvedené;5;X;;;0;0;Trenčiansky;;Považská Bystrica
20.09.2022;Neuvedené;5;X;;;0;0;Trnavský;;Skalica
20.09.2022;Neuvedené;5;X;;;0;0;Prešovský;;Snina
20.09.2022;Neuvedené;5;X;;;0;0;Banskobystrický;;Zvolen
